subject,day,ebr,left_ebr,right_ebr,ibi,left_ibi,right_ibi,ibi_var,left_ibi_var,right_ibi_var,onset_diff,offset_diff,duration_diff,bd,left_bd,right_bd,bdv,left_bdv,right_bdv,left_pupil_size,right_pupil_size,left_pupil_size_var,right_pupil_size_var,left_missing,right_missing,left_missing_exb,right_missing_exb
sub-037,d02,22.537151084991667,48.65266372302232,24.707270733769114,3.431604915848593,2.1253342873176733,3.4126558528033106,3.6208576488354534,2.616043892603349,3.3886313914994277,0.03160495245794192,,0.054969160475593526,0.19325008674286437,0.18958023776732255,0.19321146883925305,0.09023003212716982,0.0793873586341805,0.08140528450420229,2.115264076977157,2.036617157097201,0.24087736018355096,0.21007781421839328,0.5058697587144266,0.33812456397796437,0.4170415453823763,0.2814416993432606
sub-037,d03,10.743367107675255,10.549591070144123,13.748275620192194,6.597431794436799,8.452178232664664,5.63475076604512,5.76429786413204,4.913660207134221,5.7115923777939175,0.00927540930506834,,0.0353624979755335,0.186707295005146,0.2052030596947368,0.1849329095997263,0.07944497572417672,0.08379586803170082,0.08078662468189944,2.0784409912952007,2.159917840593213,0.269056842186452,0.25974557492948613,0.34716393501761644,0.26095766044179364,0.3229338271545556,0.22856266759658975
sub-039,d01,1.0884287925696594,1.088876521402473,1.0885406902557464,62.36585815589433,62.36585815589433,62.36835815688937,38.926381263593214,38.909253544422604,38.897686791774476,0.007000002786662662,,0.015000005970796338,0.19266674334976414,0.2053334150583396,0.21100008398025238,0.06799185663479028,0.06250691338644837,0.08149713531586068,2.8755176096157826,3.0767648260567455,0.22435925134762516,0.2649234548559567,0.00946051602814699,0.00925602934985265,0.005785770132916341,0.00547904011547483
sub-039,d02,4.157422884060173,2.0306986480811777,3.2951945080091534,14.806225484135211,32.634214672641974,18.82193244956995,22.276642248616575,25.605247951350098,24.255171593940453,0.01595240441799563,,0.0416667279621054,0.21263189173508804,0.22740774193112478,0.20188918587227817,0.07854558378891245,0.09783507390489816,0.07019260751776035,2.8551552448368627,3.0225590044142328,0.22326049963495373,0.27310272162384996,0.046996508968339956,0.024479354761044902,0.039659323462140364,0.013633080534488985
sub-039,d03,1.5284028190540884,1.5296181417567545,1.5285604236296033,29.02989914578878,29.023787997433526,29.02989914578878,27.81989292518361,27.786654111130247,27.791898620789173,0.01809534837645645,,0.03785737357897493,0.20833460303401807,0.25381107066667546,0.22214421100683726,0.08591761175124803,0.07627645854291548,0.09331993115524813,2.8160852553307256,2.9896564711879776,0.20216559765741365,0.22906198416160775,0.014752707070585474,0.013266000156495464,0.008378526414628714,0.007692353992741018
sub-041,d01,28.162472039212336,27.816616380896313,28.263002944062805,2.1664365704435355,2.2010462220874616,2.1664365704435355,1.2168855574015134,1.1734430976530972,1.1558795154300103,0.003002653985897759,,0.011785747598864079,0.16535202993190978,0.17235498457901283,0.16816453788260333,0.04586122556912662,0.03783460559219682,0.042849400671737876,2.45422642581312,2.3863615308779083,0.25664015169166227,0.20796998139472386,0.09545752992271596,0.0949214208697014,0.017727740932829753,0.01789640445512647
sub-041,d02,24.516066822553814,24.930898054306,25.259796034405582,2.4630912405434304,2.4198791135163527,2.3988366864422974,1.2620977007251661,1.1084034821147737,1.1137574221764688,0.004449268141078115,,0.036072405223081735,0.17296432105250517,0.19695620208259915,0.1816951074115109,0.03715327640614147,0.049116886502631726,0.05886081215823407,2.4102402679089674,2.5213692580329052,0.223235054697539,0.2128097850799454,0.0823394978198767,0.08108855811156217,0.0012990527740189446,0.0057314689520372875
sub-041,d03,24.432217563080204,26.094520150768336,26.31117983534372,2.4755964729285207,2.3091558137074104,2.289940626324581,1.6380149860097821,1.369762290594512,1.258504970831566,0.003700558802308278,,0.014138394507472956,0.142812261884371,0.14883308517940652,0.1477821227439683,0.021165215003021324,0.031469803770414674,0.019568767651802668,2.6559083500459155,2.551152478781183,0.2983956703755301,0.23810939456386868,0.06748510561473191,0.06752723114882349,0.0037190828669434917,0.003688993199735211
sub-042,d01,0.4337427784839485,0.6504025871569579,0.6508494187553108,23.3217627908125,46.183523685658656,46.185190359195076,0.0,22.861760894846157,22.856760874237807,0.0027777892267598268,,0.007777809835412579,0.16666735361104656,0.15055617609535452,0.15611175454887416,0.02333342950532824,0.0297002699797667,0.03715182756534213,3.1109902386048383,3.193621602251145,0.38748099661111834,0.4114502155188704,0.0018003155067978468,0.0025469346467407667,0.00018665478498572995,0.000873062703965511
sub-042,d02,2.1669776680912536,2.6074517591245723,2.384436135045792,20.550531892741372,16.814071548606577,18.494812031560286,10.608880623116764,11.236042288801498,10.480373633018155,0.0044444793796477216,,0.04166699416075264,0.13316771333338692,0.1366677408417066,0.1787892840313196,0.02568471947993565,0.04666703345724056,0.06476929328835138,3.176070776059427,3.334539312961682,0.486443064960825,0.5493138300592428,0.009227567206645774,0.008018479195866242,0.0033806341395925194,0.0009865195709842939
sub-042,d03,1.3017615968275587,2.464893934867045,1.5194452818812176,34.525254673269956,19.479665095453946,28.771045561058298,32.99897310862143,26.24304873564565,22.805270547145597,0.003888955122495948,,0.010833517841319917,0.1444469045487343,0.15939665411050638,0.1402404837020705,0.024808326473370616,0.04406379486701849,0.030203906568800884,3.572427236512908,3.6603441301590367,0.4236972625344279,0.44762435831130587,0.03996752075063154,0.005966558402502105,0.03370624323348972,0.0024660170816792975
sub-043,d01,2.1887292602703083,2.4227592535943714,2.9252742444604185,29.32376676806416,26.391556758282967,21.993241743610877,31.693497638885503,31.15172447291354,30.05389560117151,0.004000008602451999,,0.023833384590034257,0.13833363083649602,0.1515154773673699,0.1521798144603963,0.027110941728828077,0.029158758984600096,0.05112165362881997,2.645345875894979,2.538660615379898,0.25612286183845095,0.22678557607927338,0.021460752662265697,0.0434455259480557,0.015503782585650267,0.0363742591432564
sub-043,d02,0.8729071445025036,2.6573005025496554,2.7696036004846807,57.10833977507476,22.97795339640288,17.421989629825642,45.423706701373796,21.55216563873549,34.02218529987978,0.018333513749894337,,0.04166707670628966,0.1504181469172181,0.14402919515426524,0.19764083385174067,0.007671722430114058,0.03766641253715644,0.06095541893578251,2.809032233443139,2.7383024535749962,0.26024020071267817,0.2459436954191632,0.028353181763502946,0.07032358955852279,0.022188139059304703,0.06183688199206063
sub-043,d03,1.087068116896058,1.9657331456583995,1.088613106901807,46.42797418584814,30.679413008436313,46.42797418584814,29.33189258436691,24.767894172748388,29.33189258436691,0.006000007432885468,,0.028000034685828724,0.11166680501191877,0.13111127354204655,0.11166680501191877,0.004216375436218193,0.016367709015865678,0.004216375436218193,2.8921016189881983,2.7619589922258894,0.21393242000446597,0.18936091494401058,0.012841332852159269,0.0074702273547455796,0.008637074461686515,0.005485384337784193
sub-046,d01,2.1728633510381457,2.63482111272399,2.606995437757984,13.29095170333393,10.874566545445388,10.874718060890286,29.251691889270163,26.207455086249173,26.130333237272783,0.006363648706941272,,0.013181843745934946,0.16566698797250864,0.16361142842894574,0.16333365011329684,0.029983386852696543,0.0321011275848767,0.0353946696140035,3.1013794699443293,3.504020851656917,0.3157989870225696,0.4026573015914551,0.0193784674324886,0.008824822750573764,0.01235475185080327,0.0018131547084796608
sub-046,d02,3.7196863793836994,9.491900373631038,4.175671220834402,16.159995769019588,6.843333986806283,14.364440683572967,25.49471638567206,17.836350456900664,21.852360087212617,0.012058898104228052,,0.022156999767877793,0.16549121949998047,0.17565149275860012,0.16973789178882726,0.043306310144914296,0.04814033458124892,0.04277077668801612,2.7903513476373694,3.0067893275158335,0.2729569468695101,0.36830691914421815,0.09045470949115843,0.02628413328521593,0.06471189702875015,0.014760014435221942
sub-046,d03,1.520279441840262,2.4298950727127693,1.954114496634581,39.11172752646477,23.467036515875954,29.33379564484858,50.11738612315981,25.549651895354085,46.548971592660656,0.006250009719224181,,0.020208364781865384,0.1335716364140223,0.14848507953469048,0.13388909722561948,0.024614986843173196,0.03279459469084792,0.023998494085079796,2.9709906603776144,3.082792170485641,0.26728425880856244,0.2956027226439955,0.02514743049705139,0.006559152725959802,0.019316403899386207,0.002262606811890721
